,time,rice,maize,soybean
0,2015,100.0,0.0,0.0
1,2016,99.17355371900827,0.2066115702479339,0.6198347107438017
2,2017,59.50413223140496,17.355371900826448,23.140495867768596
3,2018,96.28099173553719,1.2396694214876034,2.479338842975207
4,2019,94.00826446280992,1.859504132231405,4.132231404958678
5,2020,93.18181818181817,1.4462809917355373,5.371900826446281
6,2021,71.69421487603306,0.2066115702479339,28.09917355371901
7,2022,83.26446280991735,12.8099173553719,3.925619834710744
8,2023,98.34710743801654,1.4462809917355373,0.2066115702479339
9,2024,90.70247933884298,0.6198347107438017,8.677685950413224
10,2025,99.79338842975206,0.0,0.2066115702479339
11,2026,88.22314049586777,2.066115702479339,9.710743801652892
12,2027,60.33057851239669,4.545454545454546,35.12396694214876
13,2028,100.0,0.0,0.0
14,2029,98.55371900826447,0.4132231404958678,1.0330578512396695
15,2030,99.58677685950413,0.4132231404958678,0.0
16,2031,72.93388429752066,7.43801652892562,19.62809917355372
17,2032,40.082644628099175,2.479338842975207,57.438016528925615
18,2033,99.3801652892562,0.0,0.6198347107438017
19,2034,83.05785123966942,12.603305785123966,4.338842975206612
20,2035,96.69421487603306,1.6528925619834711,1.6528925619834711
21,2036,91.52892561983471,5.785123966942149,2.6859504132231407
22,2037,100.0,0.0,0.0
23,2038,99.79338842975206,0.0,0.2066115702479339
24,2039,100.0,0.0,0.0
25,2040,99.58677685950413,0.0,0.4132231404958678
26,2041,100.0,0.0,0.0
27,2042,100.0,0.0,0.0
28,2043,96.48760330578511,0.2066115702479339,3.3057851239669422
29,2044,95.66115702479338,0.0,4.338842975206612
30,2045,86.77685950413223,0.4132231404958678,12.8099173553719
31,2046,99.79338842975206,0.0,0.2066115702479339
32,2047,100.0,0.0,0.0
33,2048,99.79338842975206,0.2066115702479339,0.0
34,2049,100.0,0.0,0.0
35,2050,100.0,0.0,0.0
36,2051,95.66115702479338,0.0,4.338842975206612
37,2052,100.0,0.0,0.0
38,2053,100.0,0.0,0.0
39,2054,100.0,0.0,0.0
40,2055,98.96694214876032,1.0330578512396695,0.0
41,2056,99.79338842975206,0.0,0.2066115702479339
42,2057,100.0,0.0,0.0
43,2058,100.0,0.0,0.0
44,2059,97.93388429752066,0.0,2.066115702479339
45,2060,100.0,0.0,0.0
46,2061,95.0413223140496,0.0,4.958677685950414
47,2062,100.0,0.0,0.0
48,2063,95.45454545454545,0.2066115702479339,4.338842975206612
49,2064,100.0,0.0,0.0
50,2065,100.0,0.0,0.0
51,2066,91.32231404958677,1.2396694214876034,7.43801652892562
52,2067,100.0,0.0,0.0
53,2068,100.0,0.0,0.0
54,2069,79.54545454545455,0.0,20.454545454545457
55,2070,89.87603305785123,0.6198347107438017,9.50413223140496
56,2071,99.79338842975206,0.0,0.2066115702479339
57,2072,96.48760330578511,0.0,3.512396694214876
58,2073,99.79338842975206,0.2066115702479339,0.0
59,2074,100.0,0.0,0.0
60,2075,64.6694214876033,0.0,35.33057851239669
61,2076,100.0,0.0,0.0
62,2077,98.7603305785124,0.0,1.2396694214876034
63,2078,100.0,0.0,0.0
64,2079,97.72727272727273,0.0,2.272727272727273
65,2080,98.96694214876032,0.0,1.0330578512396695
66,2081,98.55371900826447,0.0,1.4462809917355373
67,2082,100.0,0.0,0.0
68,2083,99.58677685950413,0.0,0.4132231404958678
69,2084,80.57851239669421,0.0,19.421487603305785
70,2085,97.31404958677686,0.0,2.6859504132231407
71,2086,98.7603305785124,0.0,1.2396694214876034
72,2087,97.31404958677686,1.859504132231405,0.8264462809917356
73,2088,100.0,0.0,0.0
74,2089,99.79338842975206,0.0,0.2066115702479339
75,2090,94.00826446280992,0.0,5.991735537190083
76,2091,88.84297520661157,0.0,11.15702479338843
77,2092,100.0,0.0,0.0
78,2093,85.9504132231405,0.0,14.049586776859504
79,2094,100.0,0.0,0.0
80,2095,100.0,0.0,0.0
81,2096,94.62809917355372,0.0,5.371900826446281
82,2097,94.21487603305785,0.0,5.785123966942149
83,2098,97.31404958677686,0.0,2.6859504132231407
84,2099,92.14876033057851,0.0,7.851239669421488
